lambda,seed,step,lr,lr_state,avg_gate,pct_pruned,delta_pct_pruned,max_layer_delta_pct,would_be_converged,train_orig_ce,train_pruned_ce,train_delta,val_orig_ce,val_pruned_ce,val_delta,gap
0.2,0,200,0.001,pre_decay,0.954586997628212,4.5413002371788025,0.0,0.0,False,1.3055723350863684,1.0756969107202736,0.22987542436609476,1.2862396200837838,1.0631570549997535,0.22308256508403024,0.006792859282064523
0.2,0,400,0.001,pre_decay,0.9129752200096846,8.702477999031544,4.161177761852741,19.204217195510864,False,1.3055723350863684,1.0498194637286398,0.2557528713577286,1.2862396200837838,1.0478221851967355,0.23841743488704825,0.017335436470680365
0.2,0,600,0.001,pre_decay,0.8699156288057566,13.008437119424343,4.305959120392799,30.895715951919556,False,1.3055723350863684,1.0459001496809597,0.2596721854054087,1.2862396200837838,1.056754344926559,0.22948527515722472,0.030186910248183985
0.2,0,800,0.001,pre_decay,0.832610372453928,16.7389627546072,3.7305256351828575,32.96693563461304,False,1.3055723350863684,1.028510765171521,0.2770615699148473,1.2862396200837838,1.0409861695988925,0.24525345048489133,0.03180811942995598
0.2,0,1000,0.001,pre_decay,0.7863088147714734,21.36911852285266,4.630155768245459,31.10465109348297,False,1.3055723350863684,1.0338679256666399,0.2717044094197285,1.2862396200837838,1.0478025681772276,0.23843705190655617,0.033267357513172335
0.2,0,1200,0.001,pre_decay,0.8046250380575657,19.53749619424343,-1.8316223286092281,22.837933897972107,False,1.3055723350863684,1.013056158344865,0.29251617674150343,1.2862396200837838,1.0344729242183002,0.2517666958654836,0.04074948087601982
0.2,0,1400,0.001,pre_decay,0.7918559182435274,20.81440817564726,1.2769119814038277,27.534520626068115,False,1.3055723350863684,1.0118153308181268,0.2937570042682416,1.2862396200837838,1.028436480342044,0.25780313974173974,0.035953864526501844
0.2,0,1600,0.001,pre_decay,0.7540936134755611,24.590638652443886,3.776230476796627,35.70131063461304,False,1.3055723350863684,1.008479653494164,0.29709268159220437,1.2862396200837838,1.032797912938135,0.25344170714564873,0.043650974446555635
0.2,0,1800,0.001,pre_decay,0.7155563039705157,28.444369602948427,3.8537309505045414,29.760169982910156,False,1.3055723350863684,1.0140096039265427,0.29156273115982567,1.2862396200837838,1.035874534299826,0.2503650857839579,0.041197645375867786
0.2,0,2000,0.001,pre_decay,0.7381222695112228,26.187773048877716,-2.256596554070711,31.2318354845047,False,1.3055723350863684,1.00530409377698,0.30026824130938845,1.2862396200837838,1.0305197994292803,0.2557198206545035,0.04454842065488496
0.2,0,2200,0.001,pre_decay,0.6921812510117888,30.781874898821115,4.594101849943399,38.862645626068115,False,1.3055723350863684,1.000203799498521,0.3053685355878475,1.2862396200837838,1.0361977298954042,0.25004189018837963,0.055326645399467855
0.2,0,2400,0.001,pre_decay,0.7071419572457671,29.28580427542329,-1.4960706233978271,25.00908374786377,False,1.3055723350863684,1.0084560546356207,0.29711628045074767,1.2862396200837838,1.0304297414922603,0.2558098785915235,0.041306401859224184
0.2,0,2600,0.001,pre_decay,0.7057338962331414,29.426610376685858,0.14080610126256943,26.54433250427246,False,1.3055723350863684,0.9979686185842711,0.3076037165020973,1.2862396200837838,1.030315224226118,0.2559243958576658,0.05167932064443148
0.2,0,2800,0.001,pre_decay,0.6906369235366583,30.93630764633417,1.5096972696483135,26.04469656944275,False,1.3055723350863684,1.0074588689720514,0.298113466114317,1.2862396200837838,1.028720150908823,0.2575194691749607,0.04059399693935628
0.2,0,3000,0.001,pre_decay,0.6781119387596846,32.188806124031544,1.2524984776973724,30.032706260681152,False,1.3055723350863684,0.9971681663854229,0.30840416870094545,1.2862396200837838,1.0315399231913487,0.2546996968924351,0.053704471808510346
0.2,0,3200,0.001,pre_decay,0.6813198290765285,31.868017092347145,-0.32078903168439865,32.84883797168732,False,1.3055723350863684,0.9982215056631765,0.3073508294231919,1.2862396200837838,1.0224943163444058,0.263745303739378,0.04360552568381393
0.2,0,3400,0.001,pre_decay,0.690205417573452,30.9794582426548,-0.8885588496923447,23.21038842201233,False,1.3055723350863684,0.9893570170323315,0.3162153180540369,1.2862396200837838,1.0167589659105933,0.26948065417319045,0.04673466388084646
0.2,0,3600,0.001,pre_decay,0.6740211667492986,32.59788332507014,1.6184250824153423,18.268531560897827,False,1.3055723350863684,0.9911376516524786,0.3144346834338898,1.2862396200837838,1.0259412654775484,0.2602983546062354,0.0541363288276544
0.2,0,3800,0.001,pre_decay,0.634308566339314,36.5691433660686,3.971260040998459,39.371368288993835,False,1.3055723350863684,0.9980303129604934,0.307542022125875,1.2862396200837838,1.0365975864613965,0.24964203362238724,0.057899988503487765
0.2,0,4000,0.001,pre_decay,0.6156602017581463,38.43397982418537,1.8648364581167698,40.77035188674927,False,1.3055723350863684,0.9964249551992601,0.3091473798871083,1.2862396200837838,1.0399716580011427,0.24626796208264112,0.06287941780446715
0.2,0,4200,0.001,pre_decay,0.6127844429574907,38.72155570425093,0.28757588006556034,21.974927186965942,False,1.3055723350863684,0.991903529316459,0.3136688057699094,1.2862396200837838,1.041888970180674,0.24435064990310984,0.06931815586679957
0.2,0,4400,0.001,pre_decay,0.6288210819475353,37.11789180524647,-1.6036638990044594,24.264171719551086,False,1.3055723350863684,0.976499049582591,0.32907328550377735,1.2862396200837838,1.0326755875214633,0.2535640325623205,0.07550925294145683
0.2,0,4600,0.001,pre_decay,0.6358841275796294,36.41158724203706,-0.7063045632094145,20.466935634613037,False,1.3055723350863684,0.9847024936186828,0.3208698414676856,1.2862396200837838,1.031675373796449,0.25456424628733476,0.06630559518035084
0.2,0,4800,0.001,pre_decay,0.6037711212411523,39.62288787588477,3.2113006338477135,23.228555917739868,False,1.3055723350863684,0.988407326282137,0.3171650088042314,1.2862396200837838,1.040131330096147,0.24610828998763679,0.07105671881659459
0.2,0,5000,0.001,pre_decay,0.6121002901345491,38.789970986545086,-0.8329168893396854,28.170418739318848,False,1.3055723350863684,0.982432886299838,0.32313944878653034,1.2862396200837838,1.0353796788683947,0.2508599412153891,0.07227950757114121
0.2,0,5200,0.001,pre_decay,0.6155807105824351,38.44192894175649,-0.348042044788599,22.356468439102173,False,1.3055723350863684,0.9855694335148516,0.3200029015715168,1.2862396200837838,1.028223414339044,0.2580162057447397,0.06198669582677707
0.2,0,5400,0.001,pre_decay,0.6138404966332018,38.615950336679816,0.17402139492332935,20.357924699783325,False,1.3055723350863684,0.9774698833124008,0.3281024517739676,1.2862396200837838,1.0401873928067473,0.24605222727703646,0.08205022449693111
0.2,0,5600,0.001,pre_decay,0.6233790153637528,37.662098463624716,-0.9538518730551004,15.970206260681152,False,1.3055723350863684,0.981867913011218,0.3237044220751504,1.2862396200837838,1.04363754421797,0.24260207586581384,0.08110234620933654
0.2,0,5800,0.001,pre_decay,0.6168581927195191,38.314180728048086,0.6520822644233704,15.852105617523193,False,1.3055723350863684,0.9837403346605221,0.32183200042584625,1.2862396200837838,1.0399726582097228,0.24626696187406094,0.07556503855178531
0.2,0,6000,0.001,pre_decay,0.6300985547713935,36.990144522860646,-1.32403620518744,18.10501217842102,False,1.3055723350863684,0.9624647239060592,0.3431076111803092,1.2862396200837838,1.0244510729404668,0.261788547143317,0.08131906403699218
0.2,0,6200,0.001,pre_decay,0.6029648883268237,39.70351116731763,2.7133666444569826,23.655521869659424,False,1.3055723350863684,0.9834130195075902,0.3221593155787782,1.2862396200837838,1.037038085087091,0.24920153499669273,0.07295778058208546
0.2,0,6400,0.001,pre_decay,0.6240631835535169,37.59368164464831,-2.1098295226693153,19.222381711006165,False,1.3055723350863684,0.9791302626347969,0.32644207245157153,1.2862396200837838,1.0327916600702338,0.25344796001354997,0.07299411243802156
0.2,0,6600,0.001,pre_decay,0.5944369975477457,40.55630024522543,2.962618600577116,21.593385934829712,False,1.3055723350863684,0.983110925388754,0.3224614096976144,1.2862396200837838,1.0415452801699217,0.24469433991386214,0.07776706978375225
0.2,0,6800,0.001,pre_decay,0.605014530941844,39.4985469058156,-1.0577533394098282,21.49345874786377,False,1.3055723350863684,0.9659162124999033,0.33965612258646505,1.2862396200837838,1.035424652983019,0.2508149671007649,0.08884115548570015
0.2,0,7000,0.001,pre_decay,0.6240347903221846,37.596520967781544,-1.9020259380340576,13.962572813034058,False,1.3055723350863684,0.9642006005192812,0.34137173456708714,1.2862396200837838,1.0298341829358697,0.2564054371479141,0.08496629741917305
0.2,0,7200,0.001,pre_decay,0.6410905672237277,35.89094327762723,-1.705577690154314,24.06432032585144,False,1.3055723350863684,0.9667674229283453,0.3388049121580231,1.2862396200837838,1.0149886639872754,0.2712509560965084,0.06755395606151471
0.2,0,7400,0.001,pre_decay,0.5598144475370646,44.018555246293545,8.127611968666315,30.968385934829712,False,1.3055723350863684,0.9740998208109329,0.33147251427543545,1.2862396200837838,1.0422556134024823,0.2439840066813015,0.08748850759413396
0.2,0,7600,0.001,pre_decay,0.5748688443563879,42.513115564361215,-1.5054396819323301,15.779435634613037,False,1.3055723350863684,0.9657996238344296,0.33977271125193875,1.2862396200837838,1.0534746148514895,0.23276500523229426,0.10700770601964449
0.2,0,7800,0.001,pre_decay,0.5536513202823699,44.634867971763015,2.1217524074018,12.172967195510864,False,1.3055723350863684,0.9709816905280542,0.3345906445583142,1.2862396200837838,1.057642858411717,0.22859676167206677,0.10599388288624745
0.2,0,8000,0.001,pre_decay,0.5640301341190934,43.59698658809066,-1.0378813836723566,14.507633447647095,False,1.3055723350863684,0.9890582934701996,0.3165140416161688,1.2862396200837838,1.0515679808487046,0.23467163923507917,0.08184240238108964
0.2,0,8200,0.001,pre_decay,0.5677745752036572,43.222542479634285,-0.3744441084563732,12.926962971687317,False,1.3055723350863684,0.977780993716392,0.32779134136997634,1.2862396200837838,1.039872268495812,0.24636735158797185,0.08142398978200449
0.2,0,8400,0.001,pre_decay,0.5670535061508417,43.29464938491583,0.07210690528154373,24.791055917739868,False,1.3055723350863684,0.9818497658341677,0.32372256925220066,1.2862396200837838,1.0390434183910326,0.24719620169275114,0.07652636755944953
0.2,0,8600,0.001,pre_decay,0.5572509784251451,44.274902157485485,0.9802527725696564,18.568313121795654,False,1.3055723350863684,0.9751793363748044,0.330392998711564,1.2862396200837838,1.0551571203612984,0.2310824997224854,0.09931049898907862
0.2,0,8800,0.001,pre_decay,0.5549458377063274,44.505416229367256,0.2305140718817711,16.061046719551086,False,1.3055723350863684,0.9721572648199338,0.3334150702664346,1.2862396200837838,1.038991128594193,0.24724849148959072,0.08616657877684386
0.2,0,9000,0.001,pre_decay,0.5885832961648703,41.141670383512974,-3.3637458458542824,21.529796719551086,False,1.3055723350863684,0.9731358600581115,0.3324364750282569,1.2862396200837838,1.0472310442205166,0.23900857586326718,0.09342789916498973
0.2,0,9200,0.001,pre_decay,0.5771626271307468,42.283737286925316,1.142066903412342,18.786340951919556,False,1.3055723350863684,0.9604063274086545,0.3451660076777139,1.2862396200837838,1.0380804524590401,0.24815916762474366,0.09700684005297022
0.2,0,9400,0.001,pre_decay,0.5583666395395994,44.16333604604006,1.8795987591147423,17.014896869659424,False,1.3055723350863684,0.9750653264425931,0.33050700864377525,1.2862396200837838,1.0478016753242139,0.23843794475956992,0.09206906388420533
0.2,0,9600,0.001,pre_decay,0.5666589047759771,43.33410952240229,-0.8292265236377716,9.801965951919556,False,1.3055723350863684,0.966429476398062,0.3391428586883064,1.2862396200837838,1.0430213698471316,0.24321825023665222,0.09592460845165418
0.2,0,9800,0.001,pre_decay,0.5797658478841186,42.023415211588144,-1.3106943108141422,16.233646869659424,False,1.3055723350863684,0.9641103873769921,0.3414619477093763,1.2862396200837838,1.0358758532263999,0.25036376685738393,0.0910981808519924
0.2,0,10000,0.001,pre_decay,0.5487798592075706,45.122014079242945,3.0985988676548004,22.610825300216675,False,1.3055723350863684,0.9705452895721584,0.33502704551421003,1.2862396200837838,1.0489788665718647,0.2372607535119191,0.09776629200229092
0.2,0,10200,0.001,pre_decay,0.5752208577468991,42.47791422531009,-2.6440998539328575,15.334302186965942,False,1.3055723350863684,0.9616587688971627,0.34391356618920566,1.2862396200837838,1.0392006721179556,0.24703894796582815,0.0968746182233775
0.2,0,10400,0.001,pre_decay,0.5553290760144591,44.46709239855409,1.9891781732439995,15.007269382476807,False,1.3055723350863684,0.9587617385948867,0.3468105964914817,1.2862396200837838,1.0531219053277703,0.2331177147560135,0.11369288173546821
0.2,0,10600,0.001,pre_decay,0.5635787593200803,43.64212406799197,-0.8249683305621147,16.91496968269348,False,1.3055723350863684,0.9635317414378807,0.3420405936484877,1.2862396200837838,1.0452284702501067,0.2410111498336771,0.1010294438148106
0.2,0,10800,0.001,pre_decay,0.5671273139305413,43.28726860694587,-0.35485546104609966,15.833938121795654,False,1.3055723350863684,0.9505678869786599,0.3550044481077085,1.2862396200837838,1.0333016041672063,0.2529380159165775,0.10206643219113098
0.2,0,11000,0.001,pre_decay,0.5674339081160724,43.25660918839276,-0.030659418553113937,19.422239065170288,False,1.3055723350863684,0.9543075193101883,0.3512648157761801,1.2862396200837838,1.0402362126607918,0.24600340742299198,0.10526140835318809
0.2,0,11200,0.001,pre_decay,0.5384918889030814,46.15081110969186,2.8942019212991,17.06031560897827,False,1.3055723350863684,0.9643749243240802,0.34119741076228816,1.2862396200837838,1.0484565212673755,0.23778309881640824,0.10341431194587991
0.2,0,11400,0.001,pre_decay,0.5361441699787974,46.385583002120256,0.23477189242839813,19.40406858921051,False,1.3055723350863684,0.9666130968844555,0.33895923820191287,1.2862396200837838,1.075788567598741,0.2104510524850427,0.12850818571687017
0.2,0,11600,0.001,pre_decay,0.5309490812942386,46.90509187057614,0.5195088684558868,20.703125,False,1.3055723350863684,0.9612502779848343,0.3443220571015341,1.2862396200837838,1.0601769895126252,0.2260626305711586,0.11825942653037547
0.2,0,11800,0.001,pre_decay,0.5332144778221846,46.678552217781544,-0.22653965279459953,20.276165008544922,False,1.3055723350863684,0.964497383938257,0.34107495114811137,1.2862396200837838,1.0542585654169738,0.23198105466680996,0.10909389648130141
0.2,0,12000,0.001,pre_decay,0.5337510169483721,46.62489830516279,-0.053653912618756294,24.018895626068115,False,1.3055723350863684,0.9732322655114957,0.3323400695748727,1.2862396200837838,1.0638307612244486,0.22240885885933515,0.10993121071553758
