lambda,seed,step,lr,lr_state,avg_gate,pct_pruned,delta_pct_pruned,max_layer_delta_pct,would_be_converged,train_orig_ce,train_pruned_ce,train_delta,test_orig_ce,test_pruned_ce,test_delta,gap
0.8,0,5600,0.001,pre_decay,0.6697366200387478,33.02633799612522,-1.6623364761471748,24.10016655921936,False,2.113287763630486,2.365467732037403,-0.2521799684069168,2.132129606178931,2.3675351923815136,-0.23540558620258256,-0.01677438220433425
0.8,0,5800,0.001,pre_decay,0.6715545887127519,32.84454112872481,-0.1817968674004078,26.74385905265808,False,2.113287763630486,2.34622846654626,-0.23294070291577373,2.132129606178931,2.346958198891456,-0.21482859271252508,-0.018112110203248655
0.8,0,6000,0.001,pre_decay,0.6695840340107679,33.041596598923206,0.19705547019839287,25.272047519683838,False,2.113287763630486,2.358609190897769,-0.245321427267283,2.132129606178931,2.3487598348845027,-0.2166302287055717,-0.028691198561711317
0.8,0,6200,0.001,pre_decay,0.6660418156534433,33.395818434655666,0.35422183573246,19.7265625,False,2.113287763630486,2.34843344331162,-0.23514567968113376,2.132129606178931,2.3430515440343065,-0.2109219378553755,-0.02422374182575826
0.8,0,6400,0.001,pre_decay,0.6779305888339877,32.20694111660123,-1.1888773180544376,19.44056749343872,False,2.113287763630486,2.331860045075009,-0.2185722814445228,2.132129606178931,2.332046790910641,-0.19991718473171005,-0.018655096712812735
0.8,0,6600,0.001,pre_decay,0.6790706384927034,32.092936150729656,-0.1140049658715725,25.99051594734192,False,2.113287763630486,2.3400878082163543,-0.22680004458586822,2.132129606178931,2.3373691386877438,-0.20523953250881277,-0.02156051207705545
0.8,0,6800,0.001,pre_decay,0.6649540802463889,33.50459197536111,1.4116558246314526,21.71456515789032,False,2.113287763630486,2.348389315398689,-0.2351015517682029,2.132129606178931,2.34433502023579,-0.212205414056859,-0.02289613771134391
0.8,0,7000,0.001,pre_decay,0.6418566340580583,35.814336594194174,2.309744618833065,28.70396375656128,False,2.113287763630486,2.3979365735529052,-0.28464880992241914,2.132129606178931,2.393068117204553,-0.26093851102562216,-0.02371029889679699
0.8,0,7200,0.001,pre_decay,0.7025866163894534,29.74133836105466,-6.072998233139515,30.810552835464478,False,2.113287763630486,2.3132568794230575,-0.19996911579257137,2.132129606178931,2.3143078781308675,-0.18217827195193648,-0.017790843840634896
0.8,0,7400,0.001,pre_decay,0.624322097748518,37.5677902251482,7.826451864093542,30.69894313812256,False,2.113287763630486,2.401757417992331,-0.2884696543618448,2.132129606178931,2.4045949987574655,-0.2724653925785345,-0.01600426178331027
0.8,0,7600,0.001,pre_decay,0.6552603887394071,34.473961126059294,-3.0938290990889072,23.674669861793518,False,2.113287763630486,2.355248321234964,-0.24196055760447788,2.132129606178931,2.354809319482555,-0.22267971330362402,-0.01928084430085386
0.8,0,7800,0.001,pre_decay,0.6510664019733667,34.893359802663326,0.4193986766040325,20.20089030265808,False,2.113287763630486,2.366802735844527,-0.25351497221404085,2.132129606178931,2.366455817680845,-0.23432621150191402,-0.01918876071212683
0.8,0,8000,0.001,pre_decay,0.6743120718747377,32.568792812526226,-2.3245669901371,26.54854655265808,False,2.113287763630486,2.343463981024501,-0.23017621739401495,2.132129606178931,2.338165376603087,-0.206035770424156,-0.024140446969858953
0.8,0,8200,0.001,pre_decay,0.6528124380856752,34.718756191432476,2.14996337890625,27.56696343421936,False,2.113287763630486,2.3661372146500774,-0.25284945101959133,2.132129606178931,2.3590207781185426,-0.2268911719396116,-0.025958279079979718
0.8,0,8400,0.001,pre_decay,0.6483263559639454,35.16736440360546,0.4486082121729851,25.80218017101288,False,2.113287763630486,2.3697987592335465,-0.25651099560306045,2.132129606178931,2.3780575459922666,-0.2459279398133356,-0.010583055789724849
0.8,0,8600,0.001,pre_decay,0.68399050924927,31.600949075073004,-3.5664153285324574,26.63922905921936,False,2.113287763630486,2.3307499108155914,-0.21746214718510526,2.132129606178931,2.3292931550912743,-0.19716354891234333,-0.020298598272761925
0.8,0,8800,0.001,pre_decay,0.6688973885029554,33.110261149704456,1.5093120746314526,29.45730686187744,False,2.113287763630486,2.347893791381458,-0.23460602775097206,2.132129606178931,2.351673227426646,-0.21954362124771487,-0.015062406503257186
0.8,0,9000,0.001,pre_decay,0.6347634708508849,36.52365291491151,3.4133917652070522,25.2859890460968,False,2.113287763630486,2.399384599096401,-0.2860968354659148,2.132129606178931,2.3871857981106843,-0.25505619193175333,-0.03104064353416147
0.8,0,9200,0.001,pre_decay,0.6486075520515442,35.13924479484558,-1.3844081200659275,33.7960422039032,False,2.113287763630486,2.3697782649014263,-0.2564905012709402,2.132129606178931,2.3741189411667416,-0.2419893349878106,-0.014501166283129585
0.8,0,9400,0.001,pre_decay,0.6643633469939232,33.56366530060768,-1.5755794942378998,26.53459906578064,False,2.113287763630486,2.3500459139489034,-0.2367581503184173,2.132129606178931,2.342639763909971,-0.21051015773103998,-0.02624799258737731
0.8,0,9600,0.001,pre_decay,0.6287733009085059,37.12266990914941,3.559004608541727,22.72600531578064,False,2.113287763630486,2.3915675760815174,-0.2782798124510313,2.132129606178931,2.3882887229392233,-0.25615911676029235,-0.022120695690738934
0.8,0,9800,0.001,pre_decay,0.6691153710708022,33.08846289291978,-4.0342070162296295,34.98884439468384,False,2.113287763630486,2.3412513659428082,-0.22796360231232216,2.132129606178931,2.333845977666471,-0.20171637148754007,-0.026247230824782086
0.8,0,10000,0.001,pre_decay,0.6687251823022962,33.127481769770384,0.03901887685060501,31.27093017101288,False,2.113287763630486,2.337769525881164,-0.22448176225067806,2.132129606178931,2.3379880571349143,-0.20585845095598332,-0.018623311294694744
0.8,0,10200,0.001,pre_decay,0.6501312591135502,34.98687408864498,1.8593923188745975,26.55552625656128,False,2.113287763630486,2.3691018371215433,-0.2558140734910572,2.132129606178931,2.364303109402604,-0.23217350322367292,-0.02364057026738431
0.8,0,10400,0.001,pre_decay,0.6732003632932901,32.679963670670986,-2.306910417973995,26.150953769683838,False,2.113287763630486,2.332829031906795,-0.2195412682763087,2.132129606178931,2.331657058441767,-0.19952745226283586,-0.02001381601347285
0.8,0,10600,0.001,pre_decay,0.6782401204109192,32.17598795890808,-0.5039757117629051,32.37305283546448,False,2.113287763630486,2.3283731052380983,-0.21508534160761217,2.132129606178931,2.3255512603805237,-0.19342165420159274,-0.021663687406019427
0.8,0,10800,0.001,pre_decay,0.6576211359351873,34.237886406481266,2.061898447573185,21.90290093421936,False,2.113287763630486,2.3553586699022797,-0.24207090627179362,2.132129606178931,2.354248286170977,-0.22211867999204582,-0.019952226279747798
