model,lambda,seed,step,avg_gate,pct_pruned,delta_pct_pruned,max_layer_delta_pct,would_be_converged,train_orig_ce,train_pruned_ce,train_delta,test_orig_ce,test_pruned_ce,test_delta,gap
gpt2,0.01,0,200,0.9764811346928278,2.3518865307172176,0.0,0.0,False,2.6171306950223094,2.443007607748896,0.17412308727341363,3.3292281599854867,3.065000578857364,0.2642275811281225,-0.09010449385470887
gpt2,0.01,0,400,0.9708659003178278,2.9134099682172176,0.5615234375,2.83203125,False,2.6171306950223094,2.4218055001020256,0.19532519492028388,3.3292281599854867,3.0949043905204046,0.23432376946508215,-0.03899857454479827
gpt2,0.01,0,500,0.958604613939921,4.139538606007898,1.2261286377906804,3.61328125,True,2.6171306950223094,2.454877284083901,0.1622534109384084,3.3292281599854867,3.1076379448187947,0.22159021516669197,-0.05933680422828358
gpt2,0.05,0,200,0.9752333164215088,2.476668357849121,0.0,0.0,False,2.6171306950223094,2.435389200738269,0.18174149428404052,3.3292281599854867,3.0760241550083993,0.2532040049770874,-0.07146251069304688
gpt2,0.05,0,400,0.9638400773207346,3.6159922679265377,1.1393239100774166,3.092449903488159,False,2.6171306950223094,2.4130653670393047,0.2040653279830047,3.3292281599854867,3.067243066515269,0.2619850934702179,-0.057919765487213226
gpt2,0.05,0,500,0.951795811454455,4.820418854554498,1.2044265866279606,4.036462306976318,True,2.6171306950223094,2.4310736568687594,0.18605703815355001,3.3292281599854867,3.0835777832108997,0.245650376774587,-0.059593338621036995
gpt2,0.1,0,200,0.9672580510377884,3.274194896221161,0.0,0.0,False,2.6171306950223094,2.4307985392143068,0.18633215580800266,3.3292281599854867,3.120643546279472,0.20858461370601455,-0.02225245789801189
gpt2,0.1,0,400,0.9475640455881754,5.243595441182459,1.9694005449612977,5.305987596511841,False,2.6171306950223094,2.4406121054607217,0.17651858956158772,3.3292281599854867,3.086355484152568,0.24287267583291872,-0.06635408627133099
gpt2,0.1,0,600,0.9407823582490286,5.9217641750971435,0.6781687339146849,5.045574903488159,False,2.6171306950223094,2.4616359799081664,0.15549471511414303,3.3292281599854867,3.0992894679651863,0.22993869202030037,-0.07444397690615734
gpt2,0.1,0,650,0.931396504243215,6.860349575678503,0.9385854005813599,2.408856153488159,True,2.6171306950223094,2.470384258597266,0.14674643642504348,3.3292281599854867,3.1189816734471743,0.21024648653831246,-0.06350005011326898
gpt2,0.2,0,200,0.9425184627374014,5.748153726259863,0.0,0.0,False,2.6171306950223094,2.452134688169151,0.1649960068531584,3.3292281599854867,3.1158621557002215,0.2133660042852652,-0.04836999743210679
gpt2,0.2,0,400,0.909966379404068,9.0033620595932,3.2552083333333375,12.63020634651184,False,2.6171306950223094,2.4720436506560906,0.1450870443662189,3.3292281599854867,3.1326700583007634,0.19655810168472332,-0.05147105731850443
gpt2,0.2,0,600,0.8906521499156952,10.934785008430481,1.9314229488372803,8.10546875,False,2.6171306950223094,2.5028457213059436,0.11428497371636581,3.3292281599854867,3.1437838540849414,0.18544430590054528,-0.07115933218417947
gpt2,0.2,0,650,0.8931749314069748,10.68250685930252,-0.2522781491279602,4.427081346511841,True,2.6171306950223094,2.5341870338216435,0.08294366120066599,3.3292281599854867,3.190964423784478,0.13826373620100885,-0.05532007500034286
gpt2,0.25,0,200,0.9199218998352686,8.007810016473139,0.0,0.0,False,2.6171306950223094,2.486149896988666,0.13098079803364326,3.3292281599854867,3.141093569742794,0.18813459024269275,-0.05715379220904948
