model,lambda,seed,step,avg_gate,pct_pruned,delta_pct_pruned,max_layer_delta_pct,would_be_converged,train_orig_ce,train_pruned_ce,train_delta,test_orig_ce,test_pruned_ce,test_delta,gap
gpt2,0.8,0,400,0.6301540980736414,36.98459019263586,6.667752067248031,16.40625,False,2.6171306950223094,2.788735113622389,-0.17160441860007936,3.3292281599854867,3.44243073245521,-0.11320257246972343,-0.05840184613035593
gpt2,0.8,0,600,0.639214426279068,36.0785573720932,-0.9060328205426558,16.69921875,False,2.6171306950223094,2.712492196783404,-0.09536150176109448,3.3292281599854867,3.4602744435164428,-0.13104628353095604,0.03568478176986156
gpt2,0.8,0,800,0.6185709784428278,38.142902155717216,2.0643447836240156,16.95963740348816,False,2.6171306950223094,2.7877950524184203,-0.17066435739611086,3.3292281599854867,3.5253217733011963,-0.19609361331570963,0.02542925591959877
gpt2,0.8,0,1000,0.6401910011967024,35.980899880329765,-2.162002275387451,19.921875,False,2.6171306950223094,2.7572454405716913,-0.14011474554938186,3.3292281599854867,3.477511835598002,-0.14828367561251543,0.008168930063133573
gpt2,0.8,0,1200,0.6150173768401146,38.49826231598854,2.517362435658775,23.66536259651184,False,2.6171306950223094,2.8043642309003407,-0.18723353587803127,3.3292281599854867,3.5490094907031198,-0.21978133071763306,0.032547794839601796
gpt2,0.8,0,1400,0.6205783610542616,37.942163894573845,-0.5560984214146956,25.0,False,2.6171306950223094,2.8732340471866467,-0.2561033521643372,3.3292281599854867,3.5791763272933306,-0.24994816730784386,-0.0061551848564933564
gpt2,0.8,0,1600,0.5964084366957346,40.359156330426536,2.4169924358526913,22.98177480697632,False,2.6171306950223094,2.8543282510705033,-0.23719755604819381,3.3292281599854867,3.5677321498595576,-0.23850398987407084,0.0013064338258770292
gpt2,0.8,0,1750,0.6283908610542616,37.160913894573845,-3.1982424358526913,9.99348759651184,True,2.6171306950223094,2.809896605394228,-0.19276591037191837,3.3292281599854867,3.519390518244401,-0.19016235825891448,-0.002603552113003893
gpt2,1.6,0,200,0.4045410317679246,59.54589682320754,0.0,0.0,False,2.6171306950223094,3.241390580026986,-0.6242598850046766,3.3292281599854867,3.923846781073805,-0.5946186210883182,-0.02964126391635835
gpt2,1.6,0,400,0.3518609032034874,64.81390967965126,5.268012856443718,9.66796875,False,2.6171306950223094,3.138196585385756,-0.5210658903634466,3.3292281599854867,3.951852213685738,-0.6226240537002514,0.10155816333680479
