lambda,seed,step,lr,lr_state,avg_gate,pct_pruned,delta_pct_pruned,max_layer_delta_pct,would_be_converged,train_orig_ce,train_pruned_ce,train_delta,test_orig_ce,test_pruned_ce,test_delta,gap
0.4,0,200,0.001,pre_decay,0.8459298647940159,15.407013520598412,0.0,0.0,False,2.113287763630486,2.2335108664587078,-0.12022310282822168,2.132129606178931,2.2429573061599783,-0.11082769998104736,-0.009395402847174328
0.4,0,400,0.001,pre_decay,0.8259844444692135,17.40155555307865,1.9945420324802399,17.79436469078064,False,2.113287763630486,2.242111972251957,-0.12882420862147104,2.132129606178931,2.24426498811539,-0.11213538193645922,-0.016688826685011815
0.4,0,600,0.001,pre_decay,0.8276672754436731,17.233272455632687,-0.1682830974459648,16.357427835464478,False,2.113287763630486,2.220090735976478,-0.10680297234599179,2.132129606178931,2.235261504765847,-0.10313189858691585,-0.003671073759075938
0.4,0,800,0.001,pre_decay,0.8515276610851288,14.847233891487122,-2.386038564145565,19.677734375,False,2.113287763630486,2.2042166504941654,-0.09092888686367928,2.132129606178931,2.2077635036864023,-0.07563389750747129,-0.015294989356207989
0.4,0,1000,0.001,pre_decay,0.8159572407603264,18.40427592396736,3.55704203248024,18.33147406578064,False,2.113287763630486,2.255603494719316,-0.1423157310888299,2.132129606178931,2.25854710379196,-0.126417497613029,-0.015898233475800883
0.4,0,1200,0.001,pre_decay,0.8130493517965078,18.695064820349216,0.290788896381855,18.98716688156128,False,2.113287763630486,2.2410089614288853,-0.1277211977983992,2.132129606178931,2.250126841378266,-0.11799723519933503,-0.009723962599064162
0.4,0,1400,0.001,pre_decay,0.8039442095905542,19.605579040944576,0.9105142205953598,19.96372938156128,False,2.113287763630486,2.259300867617923,-0.14601310398743683,2.132129606178931,2.255842022977926,-0.12371241679899514,-0.022300687188441692
0.4,0,1600,0.001,pre_decay,0.8120902311056852,18.790976889431477,-0.8146021515130997,37.08845376968384,False,2.113287763630486,2.2369206633343026,-0.12363289970381652,2.132129606178931,2.2458307575508583,-0.11370115137192727,-0.009931748331889256
0.4,0,1800,0.001,pre_decay,0.8212585803121328,17.874141968786716,-0.9168349206447601,38.35100531578064,False,2.113287763630486,2.2191270932419,-0.10583932961141373,2.132129606178931,2.2244561720915814,-0.09232656591265043,-0.013512763698763308
0.4,0,2000,0.001,pre_decay,0.8015965390950441,19.840346090495586,1.96620412170887,17.27120280265808,False,2.113287763630486,2.239796225696891,-0.12650846206640498,2.132129606178931,2.242207313819433,-0.11007770764050218,-0.016430754425902805
0.4,0,2200,0.001,pre_decay,0.7974090967327356,20.259090326726437,0.4187442362308502,16.162109375,False,2.113287763630486,2.2487212918553796,-0.13543352822489352,2.132129606178931,2.2508368292184646,-0.11870722303953363,-0.01672630518535989
0.4,0,2400,0.001,pre_decay,0.8206983730196953,17.930162698030472,-2.328927628695965,52.22517251968384,False,2.113287763630486,2.2344299076380696,-0.1211421440075835,2.132129606178931,2.236289639804751,-0.10416003362582016,-0.016982110381763338
0.4,0,2600,0.001,pre_decay,0.7922646999359131,20.77353000640869,2.8433673083782196,55.92913031578064,False,2.113287763630486,2.2561848260738406,-0.14289706244335454,2.132129606178931,2.2547788283675145,-0.12264922218858354,-0.020247840254771
0.4,0,2800,0.001,pre_decay,0.7965371664613485,20.346283353865147,-0.42724665254354477,26.48577094078064,False,2.113287763630486,2.240552205219634,-0.12726444158914774,2.132129606178931,2.232149727981246,-0.10002012180231512,-0.027244319786832616
0.4,0,3000,0.001,pre_decay,0.8263332210481167,17.36667789518833,-2.979605458676815,33.52399468421936,False,2.113287763630486,2.2015554889440225,-0.08826772531353644,2.132129606178931,2.2012991951704954,-0.06916958899156445,-0.019098136321971992
0.4,0,3200,0.001,pre_decay,0.8213392402976751,17.866075970232487,0.4993980750441551,20.61942219734192,False,2.113287763630486,2.2047883427932993,-0.09150057916281318,2.132129606178931,2.206388457574526,-0.07425885139559485,-0.01724172776721833
0.4,0,3400,0.00041633128829033424,decaying,0.7944031078368425,20.559689216315746,2.6936132460832596,17.71763563156128,False,2.113287763630486,2.2283594197598826,-0.11507165612939652,2.132129606178931,2.2287156310648264,-0.0965860248858954,-0.01848563124350111
0.4,0,3600,0.0001,post_decay,0.792197123169899,20.7802876830101,0.220598466694355,11.83733344078064,False,2.113287763630486,2.224386950836589,-0.1110991872061029,2.132129606178931,2.2249695845643447,-0.09283997838541369,-0.01825920882068921
0.4,0,3800,0.0001,post_decay,0.7912663407623768,20.87336592376232,0.09307824075222015,7.68694281578064,False,2.113287763630486,2.2209683940869294,-0.10768063045644327,2.132129606178931,2.222398168981217,-0.09026856280228612,-0.01741206765415715
0.4,0,4000,0.0001,post_decay,0.795506102964282,20.449389703571796,-0.42397622019052505,7.952010631561279,False,2.113287763630486,2.2207637116247114,-0.10747594799422533,2.132129606178931,2.216189667340214,-0.08406006116128317,-0.023415886832942157
0.4,0,4200,0.0001,post_decay,0.81428530998528,18.571469001471996,-1.8779207020998,10.337609052658081,True,2.113287763630486,2.194178959110188,-0.08089119547970203,2.132129606178931,2.19369971205462,-0.06157010587568923,-0.019321089604012798
