lambda,seed,step,lr,lr_state,avg_gate,pct_pruned,delta_pct_pruned,max_layer_delta_pct,would_be_converged,train_orig_ce,train_pruned_ce,train_delta,test_orig_ce,test_pruned_ce,test_delta,gap
1.0,0,5000,0.001,pre_decay,0.5607086895033717,43.92913104966283,2.437431551516056,28.960755467414856,False,1.6281776965962675,1.9220225300301828,-0.2938448334339152,1.6271233652712795,1.9234063666535248,-0.2962830013822453,0.0024381679483300722
1.0,0,5200,0.001,pre_decay,0.5970799569040537,40.29200430959463,-3.6371267400681973,21.166425943374634,False,1.6281776965962675,1.8677409686585227,-0.23956327206225514,1.6271233652712795,1.8814420861724273,-0.2543187209011477,0.01475544883889257
1.0,0,5400,0.001,pre_decay,0.5895371502265334,41.04628497734666,0.7542806677520275,19.40406560897827,False,1.6281776965962675,1.8756782126027576,-0.24750051600649003,1.6271233652712795,1.8971865859140684,-0.27006322064278887,0.022562704636298836
1.0,0,5600,0.001,pre_decay,0.5816451665014029,41.835483349859715,0.7891983725130558,30.014532804489136,False,1.6281776965962675,1.8931998256473614,-0.2650221290510939,1.6271233652712795,1.8981310799850526,-0.27100771471377305,0.005985585662679149
1.0,0,5800,0.001,pre_decay,0.5541396029293537,44.58603970706463,2.750556357204914,24.827399849891663,False,1.6281776965962675,1.9208169905299504,-0.2926392939336828,1.6271233652712795,1.9345070524938979,-0.30738368722261833,0.014744393288935509
1.0,0,6000,0.001,pre_decay,0.5642118221148849,43.578817788511515,-1.007221918553114,22.56540358066559,False,1.6281776965962675,1.914631863851953,-0.2864541672556855,1.6271233652712795,1.920260027886944,-0.2931366626156644,0.0066824953599788905
1.0,0,6200,0.001,pre_decay,0.5998989343643188,40.010106563568115,-3.5687112249433994,32.00399875640869,False,1.6281776965962675,1.8638878565516104,-0.23571015995534284,1.6271233652712795,1.88524663906345,-0.25812327379217037,0.022413113836827536
1.0,0,6400,0.001,pre_decay,0.5693189045414329,43.068109545856714,3.058002982288599,19.994550943374634,False,1.6281776965962675,1.9168323355938555,-0.2886546389975879,1.6271233652712795,1.9304384800855579,-0.3033151148142783,0.014660475816690388
1.0,0,6600,0.001,pre_decay,0.5695375008508563,43.04624991491437,-0.021859630942344666,19.00436282157898,False,1.6281776965962675,1.9006442968272055,-0.27246660023093794,1.6271233652712795,1.9160909404797364,-0.28896757520845684,0.0165009749775189
1.0,0,6800,0.001,pre_decay,0.5795813268050551,42.041867319494486,-1.0043825954198837,14.553052186965942,False,1.6281776965962675,1.901346591508933,-0.2731688949126654,1.6271233652712795,1.9070801455420625,-0.27995678027078297,0.006787885358117585
1.0,0,7000,0.001,pre_decay,0.5223786076530814,47.76213923469186,5.720271915197372,35.228922963142395,False,1.6281776965962675,1.9800387990935095,-0.351861102497242,1.6271233652712795,1.982822284145058,-0.35569891887377847,0.0038378163765364626
1.0,0,7200,0.001,pre_decay,0.6076574930921197,39.23425069078803,-8.527888543903828,33.693674206733704,False,1.6281776965962675,1.8523465685015756,-0.2241688719053081,1.6271233652712795,1.8665326796244825,-0.239409314353203,0.015240442447894909
1.0,0,7400,0.001,pre_decay,0.5520927971228957,44.79072028771043,5.556469596922398,26.144620776176453,False,1.6281776965962675,1.9397057644922582,-0.31152806789599063,1.6271233652712795,1.9349922333939766,-0.3078688681226971,-0.003659199773293542
1.0,0,7600,0.001,pre_decay,0.5905733332037926,40.94266667962074,-3.8480536080896854,26.771441102027893,False,1.6281776965962675,1.87305735754951,-0.24487966095324243,1.6271233652712795,1.8900624636247225,-0.262939098353443,0.01805943740020055
1.0,0,7800,0.001,pre_decay,0.5549657065421343,44.50342934578657,3.5607626661658287,30.686771869659424,False,1.6281776965962675,1.9249307792800296,-0.2967530826837621,1.6271233652712795,1.9522649255899738,-0.32514156031869423,0.02838847763493213
1.0,0,8000,0.001,pre_decay,0.5419325716793537,45.80674283206463,1.303313486278057,21.175509691238403,False,1.6281776965962675,1.9384610288135862,-0.31028333221731863,1.6271233652712795,1.9473695060143879,-0.3202461407431083,0.00996280852578968
1.0,0,8200,0.001,pre_decay,0.5875641498714685,41.243585012853146,-4.563157819211483,32.748910784721375,False,1.6281776965962675,1.8922609755124027,-0.26408327891613514,1.6271233652712795,1.8998072229506229,-0.27268385767934333,0.008600578763208189
1.0,0,8400,0.001,pre_decay,0.5932304849848151,40.67695150151849,-0.5666335113346577,44.3949818611145,False,1.6281776965962675,1.8633928141161624,-0.23521511751989488,1.6271233652712795,1.8809095366902036,-0.253786171418924,0.018571053899029133
1.0,0,8600,0.001,pre_decay,0.5416458453983068,45.835415460169315,5.158463958650827,33.85719060897827,False,1.6281776965962675,1.9423194771068197,-0.3141417805105522,1.6271233652712795,1.9454008230588615,-0.318277457787582,0.004135677277029792
1.0,0,8800,0.001,pre_decay,0.577639551833272,42.2360448166728,-3.5993706434965134,36.74600422382355,False,1.6281776965962675,1.8934954635886998,-0.26531776699243226,1.6271233652712795,1.9009266476523492,-0.27380328238106966,0.008485515388637399
1.0,0,9000,0.0009173526628227329,decaying,0.5514682456851006,44.853175431489944,2.6171306148171425,28.697308897972107,False,1.6281776965962675,1.9219657936755004,-0.2937880970792328,1.6271233652712795,1.93250713601785,-0.3053837707465705,0.011595673667337714
1.0,0,9200,0.00010003553010828275,post_decay,0.5473178578540683,45.26821421459317,0.4150387831032276,18.141350150108337,False,1.6281776965962675,1.8876784637705388,-0.2595007671742713,1.6271233652712795,1.9076613311245527,-0.2805379658532732,0.02103719867900189
1.0,0,9400,0.0001,post_decay,0.5464945919811726,45.350540801882744,0.08232658728957176,13.462936878204346,False,1.6281776965962675,1.8878670956111459,-0.2596893990148783,1.6271233652712795,1.9152259933354605,-0.28810262806418097,0.028413229049302657
