lambda,seed,step,lr,lr_state,avg_gate,pct_pruned,delta_pct_pruned,max_layer_delta_pct,would_be_converged,train_orig_ce,train_pruned_ce,train_delta,val_orig_ce,val_pruned_ce,val_delta,gap
0.3,0,200,0.001,pre_decay,0.898539699614048,10.1460300385952,0.0,0.0,False,1.478545524201195,1.18806296469776,0.2904825595034348,1.599616930312556,1.2105193006765484,0.3890976296360076,-0.09861507013257276
0.3,0,400,0.001,pre_decay,0.7939538341015577,20.604616589844227,10.458586551249027,40.625,False,1.478545524201195,1.1896565866661557,0.2888889375350392,1.599616930312556,1.2216114985911128,0.3780054317214432,-0.089116494186404
0.3,0,600,0.001,pre_decay,0.7562965536490083,24.370344635099173,3.7657280452549458,33.93895626068115,False,1.478545524201195,1.1892097350248736,0.2893357891763213,1.599616930312556,1.223627412114281,0.3759895181982751,-0.08665372902195378
0.3,0,800,0.001,pre_decay,0.7251799777150154,27.48200222849846,3.1116575933992863,22.91969656944275,False,1.478545524201195,1.1979057068647154,0.28063981733647947,1.599616930312556,1.221712719620872,0.3779042106916841,-0.09726439335520465
0.3,0,1000,0.001,pre_decay,0.7060631988570094,29.39368011429906,1.9116778858006,16.95130467414856,False,1.478545524201195,1.1994686338889937,0.2790768903122012,1.599616930312556,1.2204744796677798,0.37914245064477625,-0.10006556033257508
0.3,0,1200,0.001,pre_decay,0.7214128337800503,27.858716621994972,-1.5349634923040867,27.289241552352905,False,1.478545524201195,1.1937343288591376,0.28481119534205734,1.599616930312556,1.2074487984168254,0.39216813189573063,-0.10735693655367329
0.3,0,1400,0.001,pre_decay,0.7302898960188031,26.971010398119688,-0.8877062238752842,22.365552186965942,False,1.478545524201195,1.1776212977859246,0.3009242264152703,1.599616930312556,1.1914313894633455,0.40818554084921055,-0.10726131443394027
0.3,0,1600,0.001,pre_decay,0.6999682001769543,30.003179982304573,3.032169584184885,28.64280641078949,False,1.478545524201195,1.193016468802901,0.2855290553982939,1.599616930312556,1.2187311076327583,0.38088582267979776,-0.09535676728150388
0.3,0,1800,0.001,pre_decay,0.692902316339314,30.7097683660686,0.7065883837640285,21.175509691238403,False,1.478545524201195,1.1919987684246054,0.2865467557765895,1.599616930312556,1.2221991438087032,0.3774177865038528,-0.09087103072726332
0.3,0,2000,0.001,pre_decay,0.6458967346698046,35.41032653301954,4.700558166950941,29.82376217842102,False,1.478545524201195,1.2131447898603362,0.26540073434085865,1.599616930312556,1.2397563360648236,0.3598605942477324,-0.09445985990687378
0.3,0,2200,0.001,pre_decay,0.6581804119050503,34.18195880949497,-1.2283677235245705,22.80159592628479,False,1.478545524201195,1.2087729555552749,0.26977256864592003,1.599616930312556,1.2234902804508174,0.3761266498617386,-0.10635408121581857
0.3,0,2400,0.001,pre_decay,0.6872189557179809,31.278104428201914,-2.9038543812930584,17.569035291671753,False,1.478545524201195,1.1943199743216597,0.2842255498795352,1.599616930312556,1.2036608158017512,0.3959561145108048,-0.11173056463126962
0.3,0,2600,0.001,pre_decay,0.659753130748868,34.0246869251132,2.7465824969112873,15.416061878204346,False,1.478545524201195,1.2033780639188332,0.2751674602823617,1.599616930312556,1.2160710763755644,0.3835458539369916,-0.10837839365462987
0.3,0,2800,0.001,pre_decay,0.6507823877036572,34.921761229634285,0.8970743045210838,23.001453280448914,False,1.478545524201195,1.2148534444079528,0.26369207979324205,1.599616930312556,1.2160047142569557,0.38361221605560036,-0.11992013626235831
0.3,0,3000,0.001,pre_decay,0.6647012382745743,33.52987617254257,-1.391885057091713,24.972742795944214,False,1.478545524201195,1.1982389446800434,0.28030657952115146,1.599616930312556,1.2091433402095222,0.39047359010303384,-0.11016701058188239
0.3,0,3200,0.001,pre_decay,0.6357563799247146,36.42436200752854,2.8944858349859715,25.817587971687317,False,1.478545524201195,1.2029100340628225,0.2756354901383724,1.599616930312556,1.223493916980567,0.37612301333198905,-0.10048752319361665
0.3,0,3400,0.001,pre_decay,0.6488746767863631,35.11253232136369,-1.311829686164856,23.01962375640869,False,1.478545524201195,1.202002698751664,0.2765428254495308,1.599616930312556,1.2172348856169777,0.38238204469557835,-0.10583921924604756
