lambda,seed,step,lr,lr_state,avg_gate,pct_pruned,delta_pct_pruned,max_layer_delta_pct,would_be_converged,train_orig_ce,train_pruned_ce,train_delta,test_orig_ce,test_pruned_ce,test_delta,gap
0.8,0,200,0.001,pre_decay,0.7436438240110874,25.63561759889126,0.0,0.0,False,1.6281776965962675,1.8098149010557116,-0.1816372044594441,1.6271233652712795,1.796539671623854,-0.16941630635257443,-0.01222089810686966
0.8,0,400,0.001,pre_decay,0.68040856346488,31.959143653512,6.323526054620743,31.531614065170288,False,1.6281776965962675,1.8456456776192103,-0.21746798102294274,1.6271233652712795,1.847789814556648,-0.2206664492853685,0.0031984682624257577
0.8,0,600,0.001,pre_decay,0.6908044144511223,30.91955855488777,-1.0395850986242294,21.802324056625366,False,1.6281776965962675,1.8158118112837949,-0.18763411468752733,1.6271233652712795,1.8102051509390136,-0.18308178566773403,-0.0045523290197933
0.8,0,800,0.001,pre_decay,0.6681873351335526,33.181266486644745,2.2617079317569733,11.446219682693481,False,1.6281776965962675,1.834032669527826,-0.2058549729315584,1.6271233652712795,1.8441206728230215,-0.21699730755174196,0.011142334620183547
0.8,0,1000,0.001,pre_decay,0.6735215242952108,32.647847570478916,-0.5334189161658287,13.835394382476807,False,1.6281776965962675,1.8362994979063476,-0.20812180131008007,1.6271233652712795,1.8299917478142158,-0.20286838254293627,-0.005253418767143803
0.8,0,1200,0.001,pre_decay,0.6481195436790586,35.188045632094145,2.5401980616152287,16.95130467414856,False,1.6281776965962675,1.8438186616706271,-0.2156409650743596,1.6271233652712795,1.8512868332708832,-0.22416346799960363,0.008522502925244035
0.8,0,1400,0.001,pre_decay,0.6448037764057517,35.51962235942483,0.33157672733068466,11.86409592628479,False,1.6281776965962675,1.8447575084485852,-0.21657981185231767,1.6271233652712795,1.8454376905092575,-0.218314325237978,0.00173451338566033
0.8,0,1600,0.001,pre_decay,0.6308196280151606,36.918037198483944,1.3984148390591145,15.270709991455078,False,1.6281776965962675,1.8562691646775364,-0.2280914680812689,1.6271233652712795,1.86539310428266,-0.23826973901138038,0.010178270930111477
0.8,0,1800,0.0009173526628227329,decaying,0.6610362892970443,33.89637107029557,-3.0216661281883717,17.805230617523193,False,1.6281776965962675,1.8121747086984128,-0.18399701210214525,1.6271233652712795,1.8154729498670363,-0.1883495845957568,0.0043525724936115395
0.8,0,2000,0.00010003553010828275,post_decay,0.6275237323716283,37.24762676283717,3.3512556925415993,11.364459991455078,False,1.6281776965962675,1.8236167495395044,-0.19543905294323682,1.6271233652712795,1.846851483795957,-0.21972811852467755,0.024289065581440727
0.8,0,2200,0.0001,post_decay,0.620503269135952,37.9496730864048,0.7020463235676289,5.396074056625366,False,1.6281776965962675,1.8243422200578259,-0.19616452346155833,1.6271233652712795,1.8444541189326709,-0.21733075366139132,0.02116623019983299
