lambda,seed,step,lr,lr_state,avg_gate,pct_pruned,delta_pct_pruned,max_layer_delta_pct,would_be_converged,train_orig_ce,train_pruned_ce,train_delta,val_orig_ce,val_pruned_ce,val_delta,gap
0.8,0,200,0.001,pre_decay,0.7273545316420496,27.264546835795045,0.0,0.0,False,1.3055723350863684,1.1562418677960056,0.1493304672903628,1.2862396200837838,1.150753697226893,0.13548592285689076,0.01384454443347205
0.8,0,400,0.001,pre_decay,0.5150770975742489,48.49229024257511,21.227743406780064,84.856466203928,False,1.3055723350863684,1.176252529084922,0.12931980600144644,1.2862396200837838,1.1772186262634456,0.10902099382033814,0.020298812181108294
0.8,0,600,0.001,pre_decay,0.451997974421829,54.8002025578171,6.3079123152419925,23.19222390651703,False,1.3055723350863684,1.1897874244724411,0.11578491061392726,1.2862396200837838,1.193121568260723,0.09311805182306077,0.022666858790866495
0.8,0,800,0.001,pre_decay,0.4315753295086324,56.84246704913676,2.0422644913196564,16.1882221698761,False,1.3055723350863684,1.1506093704121616,0.15496296467420678,1.2862396200837838,1.1676237939351455,0.1186158261486383,0.03634713852556848
0.8,0,1000,0.001,pre_decay,0.3910565006081015,60.89434993918985,4.051882890053093,28.860828280448914,False,1.3055723350863684,1.1749125005403285,0.1306598345460399,1.2862396200837838,1.1859318900557922,0.10030773002799154,0.030352104518048373
0.8,0,1200,0.001,pre_decay,0.40128486254252493,59.87151374574751,-1.0228361934423447,20.703125,False,1.3055723350863684,1.134275887723211,0.1712964473631573,1.2862396200837838,1.1517946430906352,0.1344449769931486,0.03685147037000869
0.8,0,1400,0.001,pre_decay,0.3999051821883768,60.00948178116232,0.13796803541481495,15.107196569442749,False,1.3055723350863684,1.1280767103536757,0.17749562473269265,1.2862396200837838,1.146463710924793,0.13977590915899074,0.037719715573701906
0.8,0,1600,0.001,pre_decay,0.377696902025491,62.2303097974509,2.2208280162885785,22.65625,False,1.3055723350863684,1.1464211020908377,0.1591512329955307,1.2862396200837838,1.164387880597107,0.12185173948667671,0.037299493508853976
0.8,0,1800,0.001,pre_decay,0.3564027273096144,64.35972726903856,2.129417471587658,21.50254249572754,False,1.3055723350863684,1.144328935340444,0.1612433997459244,1.2862396200837838,1.1597029443013354,0.12653667578244843,0.03470672396347596
0.8,0,2000,0.001,pre_decay,0.352573124691844,64.7426875308156,0.38296026177704334,14.353197813034058,False,1.3055723350863684,1.152718526510132,0.15285380857623632,1.2862396200837838,1.1495721410166235,0.13666747906716026,0.01618632950907606
0.8,0,2200,0.001,pre_decay,0.3467109149787575,65.32890850212425,0.5862209713086486,15.188950300216675,False,1.3055723350863684,1.1301611921525254,0.17541114293384297,1.2862396200837838,1.1437497111515347,0.1424899089322491,0.03292123400159386
0.8,0,2400,0.001,pre_decay,0.3419019137509167,65.80980862490833,0.4809001227840781,18.568313121795654,False,1.3055723350863684,1.1361491401380934,0.16942319494827496,1.2862396200837838,1.1412442515764971,0.14499536850728667,0.024427826440988287
0.8,0,2600,0.001,pre_decay,0.3446669459808618,65.53330540191382,-0.27650322299450636,14.816498756408691,False,1.3055723350863684,1.1247206073840545,0.18085172770231384,1.2862396200837838,1.1327415900667015,0.1534980300170823,0.02735369768523155
0.8,0,2800,0.001,pre_decay,0.3423845109064132,65.76154890935868,0.22824350744485855,24.772894382476807,False,1.3055723350863684,1.1210897746269788,0.1844825604593896,1.2862396200837838,1.1364557779688116,0.1497838421149722,0.0346987183444174
0.8,0,3000,0.001,pre_decay,0.33144077053293586,66.85592294670641,1.094374037347734,29.01526391506195,False,1.3055723350863684,1.1377412071624957,0.16783112792387267,1.2862396200837838,1.1338675668691958,0.15237205321458802,0.015459074709284648
0.8,0,3200,0.001,pre_decay,0.3533793587703258,64.66206412296742,-2.193858823738992,29.40588891506195,False,1.3055723350863684,1.1058221024703527,0.19975023261601565,1.2862396200837838,1.1154134385809187,0.1708261815028651,0.02892405111315055
0.8,0,3400,0.001,pre_decay,0.33844703692011535,66.15529630798846,1.4932321850210428,22.93786108493805,False,1.3055723350863684,1.1096429712757572,0.1959293638106112,1.2862396200837838,1.1394400087592205,0.14679961132456332,0.049129752486047895
0.8,0,3600,0.001,pre_decay,0.34533691010437906,65.4663089895621,-0.6889873184263706,22.183868288993835,False,1.3055723350863684,1.10821869151137,0.1973536435749983,1.2862396200837838,1.1346727197129471,0.15156690037083664,0.04578674320416165
0.8,0,3800,0.001,pre_decay,0.3101011775434017,68.98988224565983,3.523573256097734,22.429144382476807,False,1.3055723350863684,1.1153631270824014,0.190209208003967,1.2862396200837838,1.1658423142174539,0.1203973058663299,0.0698119021376371
0.8,0,4000,0.001,pre_decay,0.3277303986251354,67.22696013748646,-1.7629221081733704,19.767439365386963,False,1.3055723350863684,1.1003416768931786,0.20523065819318975,1.2862396200837838,1.1520404051265116,0.13419921495727216,0.07103144323591759
0.8,0,4200,0.001,pre_decay,0.3153757459949702,68.46242540050298,1.235465263016522,15.379723906517029,False,1.3055723350863684,1.111088222017163,0.19448411306920543,1.2862396200837838,1.15017709503324,0.13606252505054384,0.0584215880186616
0.8,0,4400,0.001,pre_decay,0.33149754791520536,66.85024520847946,-1.6121801920235157,11.746004223823547,False,1.3055723350863684,1.0831136139434112,0.22245872114295717,1.2862396200837838,1.139537974126046,0.14670164595773771,0.07575707518521946
0.8,0,4600,0.001,pre_decay,0.31057810271158814,68.94218972884119,2.0919445203617215,21.075579524040222,False,1.3055723350863684,1.1197637446869373,0.1858085903994311,1.2862396200837838,1.1577875715438537,0.12845204853993009,0.05735654185950101
0.8,0,4800,0.001,pre_decay,0.3001481886021793,69.98518113978207,1.0429914109408855,16.824129223823547,False,1.3055723350863684,1.1278155180018676,0.17775681708450075,1.2862396200837838,1.161703731789374,0.12453588829440987,0.05322092879009088
0.8,0,5000,0.001,pre_decay,0.3202897876035422,67.97102123964578,-2.014159900136292,11.17369532585144,False,1.3055723350863684,1.0955603020976346,0.21001203298873383,1.2862396200837838,1.1435268366156062,0.14271278346817762,0.06729924952055621
0.8,0,5200,0.001,pre_decay,0.313646893016994,68.6353106983006,0.6642894586548209,16.92405641078949,False,1.3055723350863684,1.106629281071861,0.1989430540145074,1.2862396200837838,1.1386380238953868,0.14760159618839697,0.05134145782611044
0.8,0,5400,0.001,pre_decay,0.3138342541642487,68.61657458357513,-0.018736114725470543,12.654432654380798,False,1.3055723350863684,1.09451650960596,0.21105582548040847,1.2862396200837838,1.1504397350443096,0.13579988503947416,0.07525594044093431
0.8,0,5600,0.001,pre_decay,0.3273670286871493,67.26329713128507,-1.3532774522900581,16.478922963142395,False,1.3055723350863684,1.0811513475842527,0.2244209875021157,1.2862396200837838,1.1274310625151007,0.15880855756868306,0.06561242993343264
0.8,0,5800,0.001,pre_decay,0.32929176511242986,67.07082348875701,-0.1924736425280571,15.288877487182617,False,1.3055723350863684,1.072449671173235,0.2331226639131334,1.2862396200837838,1.1248676402618873,0.16137197982189644,0.07175068409123697
0.8,0,6000,0.001,pre_decay,0.3217801805585623,67.82198194414377,0.7511584553867579,14.344114065170288,False,1.3055723350863684,1.0843288903364348,0.22124344474993363,1.2862396200837838,1.1228584462594282,0.16338117382435557,0.05786227092557805
0.8,0,6200,0.001,pre_decay,0.31521109608002007,68.478890391998,0.6569084478542209,23.628270626068115,False,1.3055723350863684,1.0820891551725096,0.2234831799138588,1.2862396200837838,1.13365614356279,0.1525834765209937,0.07089970339286511
0.8,0,6400,0.001,pre_decay,0.3190350206568837,68.09649793431163,-0.38239245768636465,13.971656560897827,False,1.3055723350863684,1.0812087575202878,0.2243635775660806,1.2862396200837838,1.1174666804506286,0.1687729396331552,0.0555906379329254
0.8,0,6600,0.001,pre_decay,0.3098967799451202,69.01032200548798,0.9138240711763501,18.831756711006165,False,1.3055723350863684,1.084783771485036,0.22078856360133248,1.2862396200837838,1.1343331183907959,0.15190650169298792,0.06888206190834456
0.8,0,6800,0.001,pre_decay,0.31706770067103207,68.29322993289679,-0.7170920725911856,11.954939365386963,False,1.3055723350863684,1.0768989068219679,0.2286734282644005,1.2862396200837838,1.128662183231922,0.15757743685186187,0.07109599141253864
0.8,0,7000,0.001,pre_decay,0.3107796614058316,68.92203385941684,0.6288039265200496,23.737281560897827,False,1.3055723350863684,1.0815168812397669,0.22405545384660153,1.2862396200837838,1.129686987661926,0.1565526324218578,0.06750282142474373
0.8,0,7200,0.001,pre_decay,0.3255501661915332,67.44498338084668,-1.4770504785701632,16.760537028312683,False,1.3055723350863684,1.072015661976119,0.2335566731102494,1.2862396200837838,1.1145804527202623,0.1716591673635215,0.06189750574672792
0.8,0,7400,0.001,pre_decay,0.30653274641372263,69.34672535862774,1.9017419777810574,19.058865308761597,False,1.3055723350863684,1.0873844172124143,0.21818791787395408,1.2862396200837838,1.1277488096853252,0.15849081039845858,0.0596971074754955
0.8,0,7600,0.001,pre_decay,0.3026946315076202,69.73053684923798,0.3838114906102419,19.37682032585144,False,1.3055723350863684,1.0864043300192736,0.21916800506709477,1.2862396200837838,1.1284509987496476,0.15778862133413618,0.06137938373295859
0.8,0,7800,0.001,pre_decay,0.29192973184399307,70.8070268156007,1.0764899663627148,12.936046719551086,False,1.3055723350863684,1.1045721553350374,0.201000179751331,1.2862396200837838,1.14209515778681,0.14414446229697386,0.056855717454357135
0.8,0,8000,0.001,pre_decay,0.2970652016811073,70.29347983188927,-0.5135469837114215,13.744550943374634,False,1.3055723350863684,1.092186222724037,0.2133861123623313,1.2862396200837838,1.1314288656434413,0.15481075444034254,0.05857535792198876
0.8,0,8200,0.001,pre_decay,0.30465627112425864,69.53437288757414,-0.7591069443151355,15.988373756408691,False,1.3055723350863684,1.0855519708467687,0.2200203642395997,1.2862396200837838,1.1294874159813297,0.15675220410245405,0.06326816013714565
