lambda,seed,step,lr,lr_state,avg_gate,pct_pruned,delta_pct_pruned,max_layer_delta_pct,would_be_converged,train_orig_ce,train_pruned_ce,train_delta,test_orig_ce,test_pruned_ce,test_delta,gap
1.4,0,200,0.001,pre_decay,0.5718170870095491,42.818291299045086,0.0,0.0,False,1.6281776965962675,2.0083482156322203,-0.3801705190359528,1.6271233652712795,1.9866211945639747,-0.35949782929269514,-0.020672689743257644
1.4,0,400,0.001,pre_decay,0.5240450063720345,47.595499362796545,4.777208063751459,16.488006711006165,False,1.6281776965962675,2.0108854199922592,-0.3827077233959917,1.6271233652712795,1.9978731977679487,-0.37074983249666915,-0.011957890899322532
1.4,0,600,0.001,pre_decay,0.51733114477247,48.266885522753,0.6713861599564552,11.87317967414856,False,1.6281776965962675,1.9994788577374025,-0.371301161141135,1.6271233652712795,1.9936821139090781,-0.3665587486377986,-0.004742412503336402
1.4,0,800,0.001,pre_decay,0.49914834555238485,50.085165444761515,1.8182799220085144,14.989101886749268,False,1.6281776965962675,2.0190512064912394,-0.3908735098949718,1.6271233652712795,2.0135036182393073,-0.3863802529680278,-0.004493256926944023
1.4,0,1000,0.001,pre_decay,0.49522222112864256,50.477777887135744,0.39261244237422943,11.182773113250732,False,1.6281776965962675,2.019142012893778,-0.3909643162975105,1.6271233652712795,2.010298869362302,-0.3831755040910223,-0.007788812206488194
1.4,0,1200,0.001,pre_decay,0.4731984669342637,52.68015330657363,2.2023754194378853,11.936771869659424,False,1.6281776965962675,2.055189058965162,-0.4270113623688945,1.6271233652712795,2.0452981444153226,-0.4181747791440431,-0.008836583224851369
1.4,0,1400,0.001,pre_decay,0.489220904186368,51.0779095813632,-1.6022437252104282,15.143534541130066,False,1.6281776965962675,2.0310516025107415,-0.4028739059144739,1.6271233652712795,2.025094685834604,-0.3979713205633244,-0.004902585351149513
1.4,0,1600,0.001,pre_decay,0.46174088632687926,53.825911367312074,2.7480017859488726,17.614462971687317,False,1.6281776965962675,2.063909210899634,-0.43573151430336643,1.6271233652712795,2.051848506884097,-0.4247251416128175,-0.011006372690548938
1.4,0,1800,0.001,pre_decay,0.489036382175982,51.0963617824018,-2.7295495849102736,17.06940531730652,False,1.6281776965962675,2.0020586416843846,-0.3738809450881171,1.6271233652712795,2.002131847160411,-0.3750084818891315,0.001127536801014406
1.4,0,2000,0.001,pre_decay,0.4624903495423496,53.75096504576504,2.654603263363242,14.70748484134674,False,1.6281776965962675,2.0356955000151564,-0.4075178034188889,1.6271233652712795,2.044995016092186,-0.4178716508209064,0.010353847402017502
1.4,0,2200,0.001,pre_decay,0.476937226485461,52.3062773514539,-1.444687694311142,11.500725150108337,False,1.6281776965962675,2.020560770474061,-0.3923830738777936,1.6271233652712795,2.022413624875815,-0.39529025960453534,0.0029071857267417567
